Label,ugz_txt_Municipio__c,ugz_txt_MunicipioSemAcento__c,ugz_txt_UnidadeFederativa__c,ugz_txt_UnidadeFederativaSemAcento__c,ugz_txt_uf,ugz_txt_FilaNucleoEmpresarial__c,ugz_txt_FilaNucleoRevenda__c,ugz_txt_FilaNucleoIndustrialEnvasado__c
4124004,Santana do Itararé,Santana Do Itarare,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4113809,Lupionópolis,Lupionopolis,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4112306,Japira,Japira,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4107801,Floraí,Florai,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4122909,Salto do Itararé,Salto Do Itarare,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4120101,Porto Amazonas,Porto Amazonas,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Curitiba_Dom,  ugz_MM_Ind_Envasado_Curitiba
4113601,Lobato,Lobato,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4107702,Fênix,Fenix,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4113759,Lunardelli,Lunardelli,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4122651,Rosário do Ivaí,Rosario Do Ivai,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4115507,Marumbi,Marumbi,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4107850,Flor da Serra do Sul,Flor Da Serra Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4107538,Entre Rios do Oeste,Entre Rios Do Oeste,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4113452,Lindoeste,Lindoeste,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4108452,Foz do Jordão,Foz Do Jordao,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4121109,Quinta do Sol,Quinta Do Sol,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4126355,Serranópolis do Iguaçu,Serranopolis Do Iguacu,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4121257,Ramilândia,Ramilandia,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4110409,Indianópolis,Indianopolis,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4120655,Quarto Centenário,Quarto Centenario,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4106704,Cruzeiro do Sul,Cruzeiro Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4110904,Itaguajé,Itaguaje,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4110003,Iguaraçu,Iguaracu,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4115457,Marquinho,Marquinho,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4117214,Nova Santa Bárbara,Nova Santa Barbara,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4119707,Planaltina do Paraná,Planaltina Do Parana,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4106571,Cruzeiro do Iguaçu,Cruzeiro Do Iguacu,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4122172,Rio Branco do Ivaí,Rio Branco Do Ivai,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4120309,Porto Vitória,Porto Vitoria,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Curitiba_Dom,  ugz_MM_Ind_Envasado_Curitiba
4107546,Espigão Alto do Iguaçu,Espigao Alto Do Iguacu,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4103008,Boa Esperança,Boa Esperanca,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4113106,Kaloré,Kalore,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4120853,Quatro Pontes,Quatro Pontes,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4128658,Virmond,Virmond,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4123956,Santa Mônica,Santa Monica,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4103479,Cafezal do Sul,Cafezal Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4116307,Munhoz de Mello,Munhoz De Mello,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4116406,Nossa Senhora das Graças,Nossa Senhora Das Gracas,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4113403,Leópolis,Leopolis,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4102208,Atalaia,Atalaia,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4106100,Conselheiro Mairinck,Conselheiro Mairinck,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4103958,Campina do Simão,Campina Do Simao,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Curitiba_Dom,  ugz_MM_Ind_Envasado_Curitiba
4123824,Santa Lúcia,Santa Lucia,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4109005,Guapirama,Guapirama,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4121307,Rancho Alegre,Rancho Alegre,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4120333,Prado Ferreira,Prado Ferreira,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4104055,Campo Bonito,Campo Bonito,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4125456,São José das Palmeiras,Sao Jose Das Palmeiras,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4103156,Bom Jesus do Sul,Bom Jesus Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4122800,Salgado Filho,Salgado Filho,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4102752,Bela Vista da Caroba,Bela Vista Da Caroba,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4116604,Nova América da Colina,Nova America Da Colina,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4117404,Ourizona,Ourizona,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4107124,Diamante do Sul,Diamante Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4123204,Santa Cecília do Pavão,Santa Cecilia Do Pavao,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4111605,Ivatuba,Ivatuba,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4112900,Jundiaí do Sul,Jundiai Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4123105,Santa Amélia,Santa Amelia,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4119657,Pitangueiras,Pitangueiras,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4103222,Bom Sucesso do Sul,Bom Sucesso Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4118303,Paranapoema,Paranapoema,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4113429,Lidianópolis,Lidianopolis,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4115739,Mato Rico,Mato Rico,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4120150,Porto Barreiro,Porto Barreiro,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4122107,Rio Bom,Rio Bom,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4106555,Corumbataí do Sul,Corumbatai Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4110300,Inajá,Inaja,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4107553,Farol,Farol,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4101655,Arapuã,Arapua,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4103404,Cafeara,Cafeara,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4101150,Ângulo,Angulo,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4126652,Sulina,Sulina,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4106852,Cruzmaltina,Cruzmaltina,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4108551,Godoy Moreira,Godoy Moreira,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4117297,Novo Itacolomi,Novo Itacolomi,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4101051,Anahy,Anahy,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4102703,Barra do Jacaré,Barra Do Jacare,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4111308,Itaúna do Sul,Itauna Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4119251,Pinhal de São Bento,Pinhal De Sao Bento,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4108106,Flórida,Florida,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4128625,Alto Paraíso,Alto Paraiso,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4121356,Rancho Alegre d'Oeste,Rancho Alegre D'Oeste,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4124202,Santo Antônio do Caiuá,Santo Antonio Do Caiua,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4128302,Uniflor,Uniflor,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4103370,Brasilândia do Sul,Brasilandia Do Sul,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4120200,Porto Rico,Porto Rico,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4114351,Manfrinópolis,Manfrinopolis,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4103024,Boa Esperança do Iguaçu,Boa Esperanca Do Iguacu,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4125902,São Pedro do Paraná,Sao Pedro Do Parana,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4110052,Iguatu,Iguatu,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4110656,Iracema do Oeste,Iracema Do Oeste,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4109104,Guaporema,Guaporema,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4115903,Mirador,Mirador,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4125555,São Manoel do Paraná,Sao Manoel Do Parana,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4124301,Santo Antônio do Paraíso,Santo Antonio Do Paraiso,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4101853,Ariranha do Ivaí,Ariranha Do Ivai,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4116000,Miraselva,Miraselva,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4100459,Altamira do Paraná,Altamira Do Parana,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4107520,Esperança Nova,Esperanca Nova,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4123600,Santa Inês,Santa Ines,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4116505,Nova Aliança do Ivaí,Nova Alianca Do Ivai,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Curitiba
4112603,Jardim Olinda,Jardim Olinda,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Londrina_Dom,  ugz_MM_Ind_Envasado_Londrina
4106902,Curitiba,Curitiba,PARANÁ,PARANA,PR,ugz_NUC_Parana_Emp,ugz_NUC_Curitiba_Dom,  ugz_MM_Ind_Envasado_Curitiba
4314902,Porto Alegre,Porto Alegre,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4305108,Caxias do Sul,Caxias Do Sul,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4304606,Canoas,Canoas,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4314407,Pelotas,Pelotas,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4316907,Santa Maria,Santa Maria,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4309209,Gravataí,Gravatai,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4323002,Viamão,Viamao,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4313409,Novo Hamburgo,Novo Hamburgo,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4318705,São Leopoldo,Sao Leopoldo,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4315602,Rio Grande,Rio Grande,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4300604,Alvorada,Alvorada,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4314100,Passo Fundo,Passo Fundo,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4320008,Sapucaia do Sul,Sapucaia Do Sul,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4316808,Santa Cruz do Sul,Santa Cruz Do Sul,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4303103,Cachoeirinha,Cachoeirinha,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4322400,Uruguaiana,Uruguaiana,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4302105,Bento Gonçalves,Bento Goncalves,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4301602,Bagé,Bage,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4307005,Erechim,Erechim,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4309308,Guaíba,Guaiba,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4311403,Lajeado,Lajeado,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4310207,Ijuí,Ijui,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4307708,Esteio,Esteio,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4303004,Cachoeira do Sul,Cachoeira Do Sul,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4319901,Sapiranga,Sapiranga,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4317509,Santo Ângelo,Santo Angelo,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4317103,Santana do Livramento,Santana Do Livramento,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4317202,Santa Rosa,Santa Rosa,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4307906,Farroupilha,Farroupilha,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4300406,Alegrete,Alegrete,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4322608,Venâncio Aires,Venancio Aires,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4303905,Campo Bom,Campo Bom,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4322509,Vacaria,Vacaria,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4303509,Camaquã,Camaqua,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
4312401,Montenegro,Montenegro,RIO GRANDE DO SUL,RIO GRANDE DO SUL,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior
